cluster,gene,gini,local_mean,log_local_mean,Status,Reason,Category,is_labeled,is_signature,is_extra,rank_local_mean
CD8.c07.Temra.CX3CR1,SLC35F5,0.945167776090277,0.07292035,0.070384234,Kept,None,Kept,False,False,False,6241
CD8.c07.Temra.CX3CR1,AC024704.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC104653.1,0.9989104030038161,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP11-141B14.1,0.9947490953167885,0.0026019246,0.0025985455,Kept,None,Kept,False,False,False,12835
CD8.c07.Temra.CX3CR1,ACTR3,0.48763095496672465,1.146139,0.76367044,Kept,None,Kept,False,False,False,364
CD8.c07.Temra.CX3CR1,LINC01191,0.0,0.0,0.0,Filtered,Module_LINC_Noise (Redundant),Other Noise,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC009312.1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,DDX18,0.7515111180652532,0.4326531,0.35952803,Kept,None,Kept,False,False,False,1393
CD8.c07.Temra.CX3CR1,AC009404.2,0.9918044281387149,0.024436386,0.024142595,Kept,None,Kept,False,False,False,8978
CD8.c07.Temra.CX3CR1,CCDC93,0.9026678030183531,0.1822728,0.16743869,Kept,None,Kept,False,False,False,3384
CD8.c07.Temra.CX3CR1,AC009303.1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP11-98C1.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,INSIG2,0.9440448397643745,0.088859536,0.08513085,Kept,None,Kept,False,False,False,5635
CD8.c07.Temra.CX3CR1,AC093901.1,0.9990754498132788,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,EN1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,MARCO,0.9994296095584846,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP11-77A13.1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,STEAP3,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,STEAP3-AS1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,C2orf76,0.9622772563743035,0.05723217,0.055654336,Kept,None,Kept,False,False,False,6946
CD8.c07.Temra.CX3CR1,DBI,0.5076819758964021,1.1051446,0.74438417,Kept,None,Kept,False,False,False,379
CD8.c07.Temra.CX3CR1,TMEM37,0.9994082164439935,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,AC013275.2,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,CFAP221,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,TMEM177,0.9884674568253398,0.016015232,0.01588834,Kept,None,Kept,False,False,False,9711
CD8.c07.Temra.CX3CR1,PTPN4,0.7871489765454125,0.5473458,0.43654108,Kept,None,Kept,False,False,False,1058
CD8.c07.Temra.CX3CR1,EPB41L5,0.9785182627704889,0.02984745,0.029410684,Kept,None,Kept,False,False,False,8601
CD8.c07.Temra.CX3CR1,AC012363.4,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,TMEM185B,0.949121736175326,0.053328462,0.051955115,Kept,None,Kept,False,False,False,7140
CD8.c07.Temra.CX3CR1,RALB,0.943918504520025,0.07696455,0.07414648,Kept,None,Kept,False,False,False,6083
CD8.c07.Temra.CX3CR1,INHBB,0.999356270055266,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,TFCP2L1,0.9985143511347473,0.013999656,0.013902565,Kept,None,Kept,False,False,False,9942
CD8.c07.Temra.CX3CR1,CLASP1,0.9144437531863916,0.12960844,0.121871054,Kept,None,Kept,False,False,False,4420
CD8.c07.Temra.CX3CR1,RP11-204L24.2,0.9971330201869403,0.004100647,0.004092262,Kept,None,Kept,False,False,False,11793
CD8.c07.Temra.CX3CR1,NIFK-AS1,0.9594789457345172,0.03849907,0.037776466,Kept,None,Kept,False,False,False,8012
CD8.c07.Temra.CX3CR1,NIFK,0.8460434419241539,0.21924537,0.19823211,Kept,None,Kept,False,False,False,2868
CD8.c07.Temra.CX3CR1,TSN,0.8753414263116768,0.22171536,0.2002559,Kept,None,Kept,False,False,False,2835
CD8.c07.Temra.CX3CR1,CNTNAP5,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,GYPC,0.4552416892761479,1.0480909,0.7169081,Kept,None,Kept,False,False,False,421
CD8.c07.Temra.CX3CR1,RP11-521O16.1,0.9993235189434678,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,RP11-521O16.2,0.9993843057893457,0.0,0.0,Kept,None,Kept,False,False,False,12883
CD8.c07.Temra.CX3CR1,BIN1,0.6785015011697544,0.6012816,0.4708043,Kept,None,Kept,False,False,False,931
CD8.c07.Temra.CX3CR1,CYP27C1,0.0,0.0,0.0,Kept,None,Kept,False,False,False,12883
